order_id,order_date,customer_id,category,amount_gross,discount_pct,amount_after_discount,status,payment_method,delivery_method,product_cost,delivery_cost,payment_fee,return_processing_cost,refund_amount,profit,cancellation_reason,return_reason
229,2024-02-15,1069,sport,133.04,5,126.39,cancelled,card,standard,77.17,5.5,1.6,0,0.0,-1.5,delivery_too_slow,
196,2024-02-15,1102,sport,87.84,15,74.67,returned,invoice,express,50.95,11.0,1.58,18,74.67,-30.58,,not_as_expected
198,2024-02-15,1093,fashion,54.15,15,46.02,paid,paypal,standard,29.24,5.5,0.97,0,0.0,10.31,,
153,2024-02-16,1113,fashion,48.12,20,38.49,paid,card,pickup,25.98,2.5,0.87,0,0.0,9.14,,
174,2024-02-17,1071,sport,79.54,10,71.59,paid,card,standard,46.13,5.5,0.95,0,0.0,19.0,,
247,2024-02-17,1063,home,142.12,10,127.9,paid,paypal,pickup,88.11,2.5,2.56,0,0.0,34.73,,
293,2024-02-17,1102,fashion,103.74,5,98.55,paid,invoice,express,56.02,11.0,1.24,0,0.0,30.29,,
257,2024-02-17,1048,electronics,123.59,5,117.41,paid,paypal,standard,91.46,5.5,1.48,0,0.0,18.97,,
207,2024-02-17,1060,fashion,110.38,15,93.82,returned,card,standard,59.6,5.5,1.99,18,93.82,-25.49,,not_as_expected
294,2024-02-17,1006,home,109.54,25,82.16,returned,card,standard,67.92,5.5,2.74,18,82.16,-26.24,,late_delivery
292,2024-02-18,1042,fashion,60.38,15,51.32,paid,invoice,express,32.6,11.0,0.72,0,0.0,6.99,,
183,2024-02-18,1109,home,71.04,0,71.04,paid,card,standard,44.05,5.5,1.28,0,0.0,20.22,,
145,2024-02-18,1018,home,46.79,5,44.45,cancelled,paypal,express,29.01,11.0,0.56,0,0.0,-2.0,out_of_stock,
289,2024-02-18,1109,sport,100.78,15,85.66,paid,card,pickup,58.45,2.5,1.81,0,0.0,22.9,,
239,2024-02-18,1123,beauty,58.08,15,49.37,paid,card,express,29.04,11.0,0.7,0,0.0,8.63,,
209,2024-02-18,1100,home,90.95,5,86.4,paid,card,standard,56.39,5.5,1.64,0,0.0,22.88,,
167,2024-02-18,1102,fashion,76.71,0,76.71,cancelled,invoice,standard,41.42,5.5,0.92,0,0.0,-1.5,payment_failed,
248,2024-02-18,1028,fashion,83.6,20,66.88,paid,bank_transfer,express,45.14,11.0,1.5,0,0.0,9.23,,
151,2024-02-19,1014,electronics,203.63,10,183.27,paid,card,standard,150.69,5.5,3.67,0,0.0,23.42,,
213,2024-02-19,1134,beauty,71.05,15,60.4,paid,paypal,express,35.53,11.0,1.78,0,0.0,12.09,,
188,2024-02-19,1057,beauty,75.24,10,67.71,paid,bank_transfer,standard,37.62,5.5,1.88,0,0.0,22.71,,
163,2024-02-19,1125,kids,64.59,10,58.13,paid,bank_transfer,express,36.82,11.0,0.78,0,0.0,9.54,,
161,2024-02-19,1098,electronics,151.75,15,128.99,paid,bank_transfer,express,112.3,11.0,2.73,0,0.0,2.96,,
202,2024-02-19,1136,electronics,149.56,0,149.56,paid,card,express,110.67,11.0,1.79,0,0.0,26.09,,
246,2024-02-19,1110,home,126.84,10,114.16,cancelled,card,express,78.64,11.0,3.17,0,0.0,-1.5,delivery_too_slow,
297,2024-02-20,1026,home,68.88,25,51.66,cancelled,card,pickup,42.7,2.5,1.24,0,0.0,-1.5,delivery_too_slow,
170,2024-02-20,1139,home,134.61,15,114.42,paid,paypal,standard,83.46,5.5,1.62,0,0.0,23.84,,
152,2024-02-20,1109,kids,35.23,20,28.18,paid,paypal,standard,20.08,5.5,0.42,0,0.0,2.18,,
173,2024-02-20,1035,fashion,65.09,0,65.09,returned,invoice,express,35.15,11.0,1.63,15,65.09,-27.63,,not_as_expected
260,2024-02-20,1030,electronics,231.38,5,219.81,paid,paypal,standard,171.22,5.5,5.78,0,0.0,37.3,,
290,2024-02-20,1013,fashion,91.1,15,77.43,paid,bank_transfer,standard,49.19,5.5,1.09,0,0.0,21.65,,
320,2024-02-20,1062,beauty,71.58,5,68.0,paid,bank_transfer,express,35.79,11.0,1.29,0,0.0,19.92,,
241,2024-02-20,1071,home,33.21,15,28.23,returned,card,standard,20.59,5.5,0.83,15,28.23,-21.33,,damaged
216,2024-02-20,1106,fashion,68.1,5,64.7,returned,card,pickup,36.77,2.5,1.23,8,64.7,-11.73,,size_issue
259,2024-02-21,1056,fashion,66.25,20,53.0,paid,invoice,pickup,35.77,2.5,1.19,0,0.0,13.53,,
182,2024-02-21,1021,sport,70.21,10,63.19,cancelled,card,standard,40.72,5.5,0.84,0,0.0,-1.0,customer_changed_mind,
237,2024-02-21,1002,fashion,57.95,10,52.16,cancelled,paypal,standard,31.29,5.5,0.7,0,0.0,-1.5,customer_changed_mind,
154,2024-02-21,1069,beauty,81.62,0,81.62,paid,paypal,standard,40.81,5.5,0.98,0,0.0,34.33,,
147,2024-02-21,1128,electronics,263.59,20,210.87,paid,paypal,pickup,195.06,2.5,3.16,0,0.0,10.15,,
210,2024-02-22,1003,fashion,130.22,15,110.69,paid,card,standard,70.32,5.5,1.56,0,0.0,33.31,,
298,2024-02-22,1140,home,66.02,5,62.72,paid,card,standard,40.93,5.5,1.65,0,0.0,14.64,,
252,2024-02-22,1110,sport,112.02,20,89.61,paid,paypal,express,64.97,11.0,1.34,0,0.0,12.3,,
287,2024-02-22,1138,electronics,254.32,0,254.32,paid,bank_transfer,standard,188.2,5.5,3.05,0,0.0,57.57,,
197,2024-02-22,1004,beauty,31.77,5,30.18,paid,paypal,standard,15.89,5.5,0.57,0,0.0,8.23,,
149,2024-02-22,1014,fashion,115.02,10,103.52,paid,paypal,standard,62.11,5.5,2.07,0,0.0,33.84,,
221,2024-02-22,1017,sport,77.62,5,73.74,paid,paypal,standard,45.02,5.5,1.4,0,0.0,21.82,,
302,2024-02-23,1125,kids,62.37,25,46.78,paid,card,standard,35.55,5.5,1.12,0,0.0,4.6,,
272,2024-02-23,1068,fashion,91.53,15,77.8,paid,invoice,express,49.43,11.0,2.29,0,0.0,15.09,,
273,2024-02-23,1028,home,132.19,15,112.36,paid,paypal,express,81.96,11.0,1.59,0,0.0,17.82,,
316,2024-02-23,1048,beauty,52.96,0,52.96,paid,paypal,express,26.48,11.0,0.64,0,0.0,14.84,,
317,2024-02-23,1063,beauty,56.99,5,54.14,cancelled,card,standard,28.49,5.5,0.68,0,0.0,-1.5,delivery_too_slow,
261,2024-02-23,1057,beauty,54.57,25,40.93,paid,paypal,standard,27.29,5.5,0.98,0,0.0,7.16,,
253,2024-02-23,1005,fashion,86.03,15,73.12,paid,paypal,standard,46.45,5.5,1.03,0,0.0,20.14,,
304,2024-02-24,1081,kids,27.51,0,27.51,paid,bank_transfer,express,15.68,11.0,0.33,0,0.0,0.5,,
206,2024-02-24,1139,electronics,179.41,20,143.53,paid,card,pickup,132.77,2.5,2.15,0,0.0,6.11,,
203,2024-02-24,1053,fashion,99.77,10,89.79,cancelled,paypal,express,53.88,11.0,1.8,0,0.0,-1.0,payment_failed,
211,2024-02-24,1054,home,39.85,0,39.85,paid,paypal,standard,24.71,5.5,0.72,0,0.0,8.93,,
258,2024-02-24,1062,electronics,154.29,10,138.86,paid,card,standard,114.17,5.5,2.78,0,0.0,16.41,,
181,2024-02-24,1049,home,131.06,10,117.95,paid,card,standard,81.26,5.5,2.36,0,0.0,28.84,,
180,2024-02-24,1006,electronics,170.13,25,127.6,paid,paypal,standard,125.89,5.5,2.04,0,0.0,-5.84,,
189,2024-02-24,1126,electronics,205.43,15,174.61,paid,invoice,standard,152.02,5.5,2.47,0,0.0,14.63,,
271,2024-02-25,1086,fashion,99.04,20,79.23,paid,bank_transfer,express,53.48,11.0,1.78,0,0.0,12.97,,
146,2024-02-25,1095,electronics,175.28,10,157.75,cancelled,card,express,129.7,11.0,2.1,0,0.0,-2.0,payment_failed,
244,2024-02-25,1138,fashion,75.55,15,64.21,returned,card,standard,40.8,5.5,0.91,15,64.21,-21.41,,size_issue
159,2024-02-25,1120,fashion,45.85,10,41.27,returned,card,standard,24.76,5.5,0.55,18,41.27,-24.05,,damaged
219,2024-02-25,1008,electronics,187.39,25,140.55,paid,paypal,pickup,138.67,2.5,4.68,0,0.0,-5.31,,
306,2024-02-26,1013,home,160.08,15,136.06,paid,card,express,99.25,11.0,2.88,0,0.0,22.94,,
143,2024-02-26,1118,kids,98.67,0,98.67,paid,card,standard,56.24,5.5,1.78,0,0.0,35.15,,
158,2024-02-26,1107,sport,73.81,5,70.12,returned,invoice,express,42.81,11.0,1.33,15,70.12,-27.33,,damaged
157,2024-02-26,1106,home,96.12,5,91.32,cancelled,card,express,59.6,11.0,1.73,0,0.0,-1.5,payment_failed,
187,2024-02-26,1099,sport,78.61,10,70.75,paid,card,express,45.59,11.0,1.97,0,0.0,12.19,,
276,2024-02-26,1090,electronics,209.84,5,199.35,returned,card,express,155.28,11.0,2.52,18,199.35,-31.52,,size_issue
300,2024-02-26,1091,fashion,32.35,15,27.5,returned,card,standard,17.47,5.5,0.81,8,27.5,-14.31,,late_delivery
240,2024-02-26,1063,kids,63.48,10,57.14,paid,card,standard,36.19,5.5,1.14,0,0.0,14.31,,
283,2024-02-26,1009,beauty,59.2,0,59.2,paid,bank_transfer,express,29.6,11.0,1.48,0,0.0,17.12,,
265,2024-02-26,1013,beauty,30.83,20,24.67,returned,paypal,express,15.42,11.0,0.56,12,24.67,-23.56,,damaged
215,2024-02-26,1079,fashion,71.08,10,63.97,paid,bank_transfer,express,38.38,11.0,0.85,0,0.0,13.74,,
168,2024-02-26,1134,home,69.32,20,55.45,paid,bank_transfer,express,42.98,11.0,0.83,0,0.0,0.65,,
162,2024-02-27,1063,beauty,103.06,10,92.76,cancelled,card,standard,51.53,5.5,1.86,0,0.0,-1.5,payment_failed,
217,2024-02-27,1102,beauty,55.22,0,55.22,paid,card,standard,27.61,5.5,1.38,0,0.0,20.73,,
288,2024-02-27,1132,fashion,80.1,15,68.08,cancelled,card,standard,43.25,5.5,0.96,0,0.0,-1.5,customer_changed_mind,
284,2024-02-27,1082,fashion,75.55,15,64.22,paid,card,express,40.8,11.0,1.36,0,0.0,11.06,,
212,2024-02-27,1029,kids,36.19,15,30.76,paid,paypal,express,20.63,11.0,0.9,0,0.0,-1.77,,
224,2024-02-27,1067,fashion,76.21,25,57.16,paid,card,express,41.15,11.0,1.37,0,0.0,3.63,,
178,2024-02-28,1015,fashion,91.85,15,78.07,paid,card,express,49.6,11.0,1.65,0,0.0,15.82,,
266,2024-02-28,1023,fashion,75.84,15,64.47,paid,card,express,40.96,11.0,0.91,0,0.0,11.6,,
275,2024-02-28,1104,beauty,66.0,0,66.0,cancelled,bank_transfer,express,33.0,11.0,1.65,0,0.0,-2.0,delivery_too_slow,
205,2024-02-28,1105,home,85.51,5,81.23,cancelled,card,pickup,53.01,2.5,1.03,0,0.0,-1.0,out_of_stock,
150,2024-02-29,1037,electronics,206.45,0,206.45,paid,card,standard,152.78,5.5,5.16,0,0.0,43.02,,
268,2024-02-29,1125,home,112.57,0,112.57,paid,invoice,pickup,69.79,2.5,1.35,0,0.0,38.93,,
218,2024-02-29,1015,kids,80.32,15,68.27,returned,card,express,45.78,11.0,1.45,15,68.27,-27.45,,size_issue
301,2024-02-29,1055,electronics,99.28,20,79.42,cancelled,card,pickup,73.46,2.5,2.48,0,0.0,-2.0,out_of_stock,
278,2024-02-29,1119,kids,94.52,0,94.52,paid,paypal,standard,53.87,5.5,2.36,0,0.0,32.78,,
262,2024-02-29,1062,beauty,49.64,5,47.16,returned,bank_transfer,pickup,24.82,2.5,0.6,15,47.16,-18.1,,not_as_expected
256,2024-02-29,1107,beauty,25.6,10,23.04,cancelled,paypal,standard,12.8,5.5,0.31,0,0.0,-1.5,delivery_too_slow,
